R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR.,B_SIG_STR.,R_SIG_STR_pct,B_SIG_STR_pct,R_TOTAL_STR.,B_TOTAL_STR.,R_SIG_TD,B_SIG_TD,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_CTRL,B_CTRL,R_LANDED_HEAD,B_LANDED_HEAD,R_LANDED_BODY,B_LANDED_BODY,R_LANDED_LEG,B_LANDED_LEG,R_DISTANCE,B_DISTANCE,R_LANDED_CLINCH,B_LANDED_CLINCH,R_LANDED_GROUND,B_LANDED_GROUND,win_by,Referee,location,Weight_class,Winner,Winner By Corner,title_bout,B_age,R_age,B_Stance,R_Stance,B_Height_cms,R_Height_cms,B_current_win_streak,R_current_win_streak,R_TOTAL_TD,B_TOTAL_TD,R_ATT_HEAD,B_ATT_HEAD,R_ATT_BODY,B_ATT_BODY,R_ATT_LEG,B_ATT_LEG,R_ATT_CLINCH,B_ATT_CLINCH,R_ATT_GROUND,B_ATT_GROUND,Day,Month,Year
Michael Bisping,Jorge Rivera,1,0,50,8,40,15,132,54,3,0,37,0,0,0,77,0,40,6,5,0,5,2,89,52,15,0,7,0,KO/TKO,Marc Goddard,"Sydney, New South Wales, Australia",Middleweight Bout,Michael Bisping,Red,False,38,31,Orthodox,Orthodox,185.42,185.42,1,4,8,0,113,48,5,3,5,2,23,1,11,0,26,February,2011
Ross Pearson,Spencer Fisher,0,0,59,38,29,25,210,156,3,1,50,100,0,0,116,32,38,21,10,4,11,13,180,142,8,4,1,1,Decision - Unanimous,Herb Dean,"Sydney, New South Wales, Australia",Lightweight Bout,Ross Pearson,Red,False,34,26,Southpaw,Orthodox,170.18,172.72,2,3,6,1,158,128,23,8,17,15,12,8,6,1,26,February,2011
Zhang Tiequan,Jason Reinhardt,0,0,4,2,36,33,11,6,0,0,0,0,1,0,0,9,4,1,0,0,0,1,10,5,0,0,0,0,Submission,Steve Perceval,"Sydney, New South Wales, Australia",Featherweight Bout,Zhang Tiequan,Red,False,41,32,Orthodox,Orthodox,167.64,172.72,0,0,0,0,11,5,0,0,0,1,1,1,0,0,26,February,2011
Tom Blackledge,Anthony Perosh,0,0,8,7,61,53,13,18,0,1,0,25,0,1,9,68,6,7,1,0,1,0,9,6,0,0,4,4,Submission,John Sharp,"Sydney, New South Wales, Australia",Light Heavyweight Bout,Anthony Perosh,Blue,False,28,28,Orthodox,Orthodox,190.5,178.0,0,0,0,4,11,13,1,0,1,0,0,0,4,7,26,February,2011
Maciej Jewtuszko,Curt Warburton,0,0,30,18,44,31,86,112,0,4,0,57,0,0,0,498,19,13,9,1,2,4,61,42,4,1,0,3,Decision - Unanimous,Steve Perceval,"Sydney, New South Wales, Australia",Lightweight Bout,Curt Warburton,Blue,False,28,28,Orthodox,Southpaw,182.88,182.88,0,0,0,7,55,49,9,1,3,8,6,3,0,13,26,February,2011
Mark Hunt,Chris Tuchscherer,1,0,14,9,32,24,56,52,0,1,0,25,0,0,2,105,14,8,0,1,0,0,41,35,1,1,0,1,KO/TKO,John Sharp,"Sydney, New South Wales, Australia",Heavyweight Bout,Mark Hunt,Red,False,35,36,Orthodox,Orthodox,187.96,177.8,0,0,0,4,41,36,2,1,0,0,2,1,0,1,26,February,2011
Jake Ellenberger,Carlos Eduardo Rocha,0,0,25,21,32,27,98,88,3,0,60,0,0,2,105,214,16,8,6,2,3,11,57,70,6,1,2,1,Decision - Split,Kim Winslow,"Las Vegas, Nevada, USA",Welterweight Bout,Jake Ellenberger,Red,False,29,25,Orthodox,Orthodox,177.8,175.26,1,0,5,5,61,54,10,5,5,17,13,4,6,2,5,February,2011
Norifumi Yamamoto,Demetrious Johnson,0,0,16,38,24,37,66,134,0,10,0,66,0,0,27,226,12,17,3,12,1,9,59,82,2,12,0,3,Decision - Unanimous,Mario Yamasaki,"Las Vegas, Nevada, USA",Bantamweight Bout,Demetrious Johnson,Blue,False,24,33,Orthodox,Southpaw,160.02,162.56,0,0,2,15,59,73,5,15,1,14,5,17,1,3,5,February,2011
Jon Jones,Ryan Bader,0,0,20,5,47,20,54,27,2,0,100,0,3,0,262,0,4,3,10,0,6,2,29,24,0,0,10,0,Submission,Herb Dean,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Jon Jones,Red,False,27,23,Orthodox,Orthodox,187.96,193.04,5,3,2,2,25,21,10,1,7,2,0,0,13,0,5,February,2011
Miguel Torres,Antonio Banuelos,0,0,73,10,38,7,188,135,0,0,0,0,0,0,0,1,61,9,5,0,7,1,184,126,1,2,0,0,Decision - Unanimous,Mario Yamasaki,"Las Vegas, Nevada, USA",Bantamweight Bout,Miguel Torres,Red,False,31,30,Orthodox,Orthodox,165.1,175.26,0,0,0,0,175,120,6,10,7,5,4,9,0,0,5,February,2011
Chad Mendes,Michihiro Omigawa,0,0,56,18,45,19,139,141,4,0,40,0,0,2,375,32,39,15,4,2,13,1,96,88,1,3,17,0,Decision - Unanimous,Herb Dean,"Las Vegas, Nevada, USA",Featherweight Bout,Chad Mendes,Red,False,35,25,Orthodox,Orthodox,167.64,167.64,0,0,10,1,102,88,7,3,14,1,1,4,26,0,5,February,2011
Anderson Silva,Vitor Belfort,1,0,6,6,60,40,10,15,0,0,0,0,0,0,5,3,4,4,0,0,2,2,7,12,1,1,2,0,KO/TKO,Mario Yamasaki,"Las Vegas, Nevada, USA",UFC Middleweight Title Bout,Anderson Silva,Red,True,33,35,Southpaw,Southpaw,182.88,187.96,3,12,0,0,8,13,0,0,2,2,1,2,2,1,5,February,2011
Donald Cerrone,Paul Kelly,0,0,37,22,50,29,101,82,3,0,75,0,1,2,211,0,14,16,13,4,10,2,56,68,2,1,9,0,Submission,Steve Mazzagatti,"Las Vegas, Nevada, USA",Lightweight Bout,Donald Cerrone,Red,False,26,27,Orthodox,Orthodox,175.26,185.42,1,0,4,0,46,64,15,8,13,3,6,5,12,2,5,February,2011
Forrest Griffin,Rich Franklin,0,0,50,33,32,31,249,112,5,1,71,50,0,0,353,21,28,21,12,10,10,2,119,100,3,3,14,0,Decision - Unanimous,Steve Mazzagatti,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Forrest Griffin,Red,False,36,31,Southpaw,Orthodox,185.42,190.5,7,3,7,2,120,89,20,13,15,2,5,4,31,0,5,February,2011
Kyle Kingsbury,Ricardo Romero,1,0,9,1,69,33,16,3,0,0,0,0,0,0,7,0,5,1,3,0,1,0,3,3,5,0,2,0,KO/TKO,Steve Mazzagatti,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Kyle Kingsbury,Red,False,32,28,Orthodox,Orthodox,182.88,193.04,1,0,0,0,9,3,3,0,1,0,6,0,4,0,5,February,2011
Paul Taylor,Gabe Ruediger,1,0,37,17,60,34,72,95,0,0,0,0,0,0,198,67,31,10,3,5,3,2,44,35,11,6,1,0,KO/TKO,Kim Winslow,"Las Vegas, Nevada, USA",Lightweight Bout,Paul Taylor,Red,False,33,31,Orthodox,Orthodox,177.8,182.88,0,1,1,6,54,38,3,7,4,4,15,14,2,0,5,February,2011
Mike Pierce,Kenny Robertson,1,0,19,12,51,33,51,51,2,0,50,0,1,0,239,13,15,3,3,9,1,0,17,18,4,11,9,0,KO/TKO,Herb Dean,"Las Vegas, Nevada, USA",Welterweight Bout,Mike Pierce,Red,False,26,30,Orthodox,Orthodox,177.8,172.72,0,1,4,0,33,22,3,13,1,1,9,18,11,0,5,February,2011
Cole Miller,Matt Wiman,0,0,22,76,41,46,102,208,0,1,0,100,0,1,3,660,10,62,12,1,0,13,33,69,14,7,1,47,Decision - Unanimous,Dan Miragliotta,"Killeen, Texas, USA",Lightweight Bout,Matt Wiman,Blue,False,27,26,Orthodox,Orthodox,177.8,185.42,0,2,1,1,40,148,13,2,0,15,19,11,1,85,22,January,2011
Pat Barry,Joey Beltran,1,0,46,55,51,31,103,235,0,0,0,0,0,0,53,262,14,35,2,7,30,13,86,134,1,29,2,0,Decision - Unanimous,Mario Yamasaki,"Killeen, Texas, USA",Heavyweight Bout,Pat Barry,Red,False,29,31,Orthodox,Orthodox,185.42,180.34,2,1,0,6,56,150,2,10,32,17,2,43,2,0,22,January,2011
Matt Mitrione,Tim Hague,2,0,16,3,59,37,28,9,0,0,0,0,0,0,14,33,11,0,0,0,5,3,20,8,1,0,5,0,KO/TKO,Dan Miragliotta,"Killeen, Texas, USA",Heavyweight Bout,Matt Mitrione,Red,False,27,32,Orthodox,Switch,193.04,190.5,1,3,0,3,21,4,0,1,6,3,1,0,6,0,22,January,2011
Melvin Guillard,Evan Dunham,2,0,17,2,51,20,44,10,0,1,0,16,0,0,5,58,15,0,2,2,0,0,17,10,6,0,3,0,KO/TKO,Mario Yamasaki,"Killeen, Texas, USA",Lightweight Bout,Melvin Guillard,Red,False,29,27,Southpaw,Orthodox,177.8,175.26,4,1,0,6,30,6,3,4,0,0,9,0,7,0,22,January,2011
Mark Hominick,George Roop,2,0,9,12,56,37,16,32,0,0,0,0,0,0,7,0,8,4,1,1,0,7,15,32,0,0,1,0,KO/TKO,Don Turnage,"Killeen, Texas, USA",Featherweight Bout,Mark Hominick,Red,False,29,28,Orthodox,Orthodox,185.42,172.72,0,2,0,1,14,23,2,2,0,7,0,0,1,0,22,January,2011
Rani Yahya,Mike Brown,0,0,40,15,68,48,129,74,3,1,27,100,2,0,464,217,18,7,10,2,12,6,28,16,5,7,19,7,Decision - Unanimous,Mario Yamasaki,"Killeen, Texas, USA",Featherweight Bout,Rani Yahya,Red,False,35,26,Orthodox,Orthodox,167.64,167.64,0,0,11,1,28,22,17,3,13,6,6,8,24,7,22,January,2011
DaMarques Johnson,Mike Guymon,0,0,2,1,50,100,13,10,1,0,100,0,0,0,185,0,2,0,0,0,0,1,1,1,0,0,2,0,Submission,Don Turnage,"Killeen, Texas, USA",Welterweight Bout,DaMarques Johnson,Red,False,36,28,Orthodox,Orthodox,182.88,185.42,0,0,1,1,4,0,0,0,0,1,0,0,3,0,22,January,2011
Cody McKenzie,Yves Edwards,0,0,16,33,22,44,112,84,2,0,22,0,0,1,172,121,12,15,2,11,2,7,60,65,1,3,4,3,Submission,Jon Schorle,"Killeen, Texas, USA",Lightweight Bout,Yves Edwards,Blue,False,34,23,Southpaw,Switch,175.26,182.88,0,1,9,0,65,55,4,12,3,8,5,7,7,3,22,January,2011
Waylon Lowe,Willamy Freire,0,0,15,23,53,46,54,98,4,1,50,100,0,0,577,88,11,16,4,3,0,4,21,33,1,2,3,14,Decision - Unanimous,Dan Miragliotta,"Killeen, Texas, USA",Lightweight Bout,Waylon Lowe,Red,False,23,30,Unknown,Unknown,172.72,170.18,0,0,8,1,24,40,4,5,0,5,2,2,5,15,22,January,2011
Will Campuzano,Chris Cariaso,0,0,62,67,39,38,171,175,0,0,0,0,0,0,0,33,37,48,23,13,2,6,147,169,6,4,2,0,Decision - Unanimous,Don Turnage,"Killeen, Texas, USA",Bantamweight Bout,Chris Cariaso,Blue,False,29,24,Southpaw,Orthodox,160.02,175.26,0,0,1,4,126,150,30,15,2,8,9,4,2,0,22,January,2011
Charlie Brenneman,Amilcar Alves,0,0,26,10,74,50,143,40,3,0,33,0,0,0,737,0,6,5,6,4,14,1,9,14,1,3,23,1,Decision - Unanimous,Jon Schorle,"Killeen, Texas, USA",Welterweight Bout,Charlie Brenneman,Red,False,22,29,Southpaw,Orthodox,182.88,177.8,0,1,9,1,15,12,6,4,14,4,1,3,25,3,22,January,2011
Phil Baroni,Brad Tavares,1,1,11,22,68,70,29,34,0,0,0,0,1,0,109,44,6,15,4,4,1,3,5,11,2,8,7,6,KO/TKO,Josh Rosenthal,"Las Vegas, Nevada, USA",Middleweight Bout,Brad Tavares,Blue,False,23,34,Orthodox,Orthodox,185.42,175.26,1,1,0,3,11,23,4,4,1,4,3,10,8,10,1,January,2011
Jeremy Stephens,Marcus Davis,1,0,25,17,36,22,96,122,0,2,0,50,2,0,62,263,9,13,8,1,8,3,57,75,8,0,2,0,KO/TKO,Kim Winslow,"Las Vegas, Nevada, USA",Lightweight Bout,Jeremy Stephens,Red,False,37,24,Southpaw,Orthodox,177.8,175.26,0,0,4,4,51,68,9,3,8,5,8,1,3,0,1,January,2011
Brandon Vera,Thiago Silva,0,0,19,51,43,51,53,213,0,3,0,100,0,1,24,773,5,36,7,12,7,3,29,26,7,7,0,37,Overturned,Steve Mazzagatti,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Draw,Draw,False,28,33,Orthodox,Orthodox,187.96,190.5,4,4,0,3,22,82,12,14,10,4,14,10,1,64,1,January,2011
Chris Leben,Brian Stann,0,3,7,30,28,60,34,69,0,0,0,0,0,1,8,104,2,22,3,7,2,1,15,19,4,12,0,8,KO/TKO,Josh Rosenthal,"Las Vegas, Nevada, USA",Middleweight Bout,Brian Stann,Blue,False,30,30,Orthodox,Southpaw,185.42,180.34,0,5,2,0,16,40,5,8,4,2,10,18,0,13,1,January,2011
Dustin Poirier,Josh Grispi,0,0,77,16,52,37,181,63,0,2,0,22,0,2,469,162,55,7,11,5,11,4,54,30,41,4,7,1,Decision - Unanimous,Steve Mazzagatti,"Las Vegas, Nevada, USA",Featherweight Bout,Dustin Poirier,Red,False,22,21,Orthodox,Southpaw,180.34,175.26,0,0,0,9,120,27,16,10,12,6,82,11,12,2,1,January,2011
Nate Diaz,Dong Hyun Kim,0,0,36,19,42,41,138,66,1,3,100,42,1,0,117,498,22,9,10,1,4,9,60,31,19,1,1,5,Decision - Unanimous,Yves Lavigne,"Las Vegas, Nevada, USA",Welterweight Bout,Dong Hyun Kim,Blue,False,29,25,Southpaw,Southpaw,187.96,182.88,2,5,1,7,67,34,12,1,6,11,24,1,1,14,1,January,2011
Clay Guida,Takanori Gomi,0,0,12,14,19,17,69,81,3,0,33,0,2,0,108,32,10,11,2,3,0,0,59,80,0,1,1,0,Submission,Josh Rosenthal,"Las Vegas, Nevada, USA",Lightweight Bout,Clay Guida,Red,False,32,29,Southpaw,Orthodox,170.18,170.18,0,1,9,0,57,78,4,3,0,0,0,1,2,0,1,January,2011
Frankie Edgar,Gray Maynard,0,3,95,71,42,33,228,236,3,3,27,17,2,1,87,133,62,62,20,8,13,1,211,186,6,7,3,8,Decision - Split,Yves Lavigne,"Las Vegas, Nevada, USA",UFC Lightweight Title Bout,Draw,Draw,True,31,29,Orthodox,Orthodox,175.26,167.64,0,3,11,17,173,198,37,13,16,1,12,10,3,16,1,January,2011
Mike Brown,Diego Nunes,0,0,68,65,58,58,164,122,4,0,25,0,0,0,295,130,26,27,9,25,33,13,52,75,32,23,23,1,Decision - Split,Yves Lavigne,"Las Vegas, Nevada, USA",Featherweight Bout,Diego Nunes,Blue,False,28,35,Orthodox,Orthodox,167.64,167.64,0,0,16,1,67,64,13,31,37,16,40,34,25,2,1,January,2011
Daniel Roberts,Greg Soto,0,0,3,6,23,46,22,13,1,0,50,0,2,1,106,31,3,5,0,1,0,0,12,9,0,2,0,2,Submission,Kim Winslow,"Las Vegas, Nevada, USA",Welterweight Bout,Daniel Roberts,Red,False,24,30,Orthodox,Southpaw,180.34,177.8,0,0,2,0,13,11,0,2,0,0,0,2,1,2,1,January,2011
Jacob Volkmann,Antonio McKee,0,0,10,25,21,45,58,75,1,1,50,25,2,0,264,168,3,14,2,8,5,3,44,44,0,4,3,4,Decision - Split,Steve Mazzagatti,"Las Vegas, Nevada, USA",Lightweight Bout,Jacob Volkmann,Red,False,40,30,Southpaw,Southpaw,172.72,175.26,0,0,2,4,37,43,2,9,8,3,0,5,3,6,1,January,2011
Jim Miller,Charles Oliveira,0,0,1,5,16,62,11,12,1,0,100,0,2,0,91,0,1,2,0,2,0,1,4,5,0,0,1,2,Submission,Dan Miragliotta,"Montreal, Quebec, Canada",Lightweight Bout,Jim Miller,Red,False,21,27,Orthodox,Southpaw,177.8,172.72,2,2,1,1,6,5,0,2,0,1,0,1,2,2,11,December,2010
Thiago Alves,John Howard,1,0,73,37,39,29,227,141,2,0,100,0,0,0,177,53,36,15,5,6,32,16,166,110,4,7,3,0,Decision - Unanimous,Yves Lavigne,"Montreal, Quebec, Canada",Welterweight Bout,Thiago Alves,Red,False,27,27,Orthodox,Orthodox,170.18,175.26,4,0,2,2,139,89,7,12,39,23,11,14,8,0,11,December,2010
Stefan Struve,Sean McCorkle,0,0,11,4,57,44,27,13,0,1,0,100,0,2,16,186,11,4,0,0,0,0,4,1,0,0,10,4,KO/TKO,Yves Lavigne,"Montreal, Quebec, Canada",Heavyweight Bout,Stefan Struve,Red,False,34,22,Orthodox,Orthodox,200.66,210.82,1,0,0,1,19,9,0,0,0,0,0,0,15,8,11,December,2010
Joe Stevenson,Mac Danzig,0,1,6,9,31,39,19,23,0,0,0,0,0,0,0,1,4,7,1,0,1,2,19,21,0,0,0,1,KO/TKO,Dan Miragliotta,"Montreal, Quebec, Canada",Lightweight Bout,Mac Danzig,Blue,False,30,28,Orthodox,Orthodox,172.72,170.18,2,1,0,0,17,19,1,0,1,4,0,1,0,1,11,December,2010
Joe Doerksen,Dan Miller,0,0,12,18,41,38,162,186,0,5,0,100,2,1,77,715,9,17,2,1,1,0,17,17,0,0,5,16,Decision - Split,Marc-Andre Cote,"Montreal, Quebec, Canada",Middleweight Bout,Dan Miller,Blue,False,29,33,Orthodox,Orthodox,185.42,182.88,3,0,0,5,26,45,2,2,1,0,2,0,10,30,11,December,2010
Mark Bocek,Dustin Hazelett,0,0,9,0,50,0,33,3,1,0,100,0,1,0,108,32,7,0,2,0,0,0,4,3,0,0,9,0,Submission,Philippe Chartier,"Montreal, Quebec, Canada",Lightweight Bout,Mark Bocek,Red,False,24,29,Orthodox,Orthodox,185.42,172.72,0,0,1,0,16,3,2,0,0,0,0,0,14,0,11,December,2010
Georges St-Pierre,Josh Koscheck,0,0,110,16,42,11,292,148,4,1,44,25,0,0,285,74,65,12,5,4,40,0,249,127,8,5,0,1,Decision - Unanimous,Herb Dean,"Montreal, Quebec, Canada",UFC Welterweight Title Bout,Georges St-Pierre,Red,True,33,29,Orthodox,Orthodox,177.8,180.34,2,2,9,4,186,128,18,6,55,0,10,6,0,1,11,December,2010
Jesse Bongfeldt,Rafael Natal,0,0,53,13,65,56,100,63,2,5,33,62,0,0,316,362,38,10,8,1,7,2,29,8,6,6,34,5,Decision - Majority,Dan Miragliotta,"Montreal, Quebec, Canada",Middleweight Bout,Draw,Draw,False,27,30,Orthodox,Orthodox,182.88,182.88,0,0,6,8,65,19,8,2,8,2,7,9,45,6,11,December,2010
TJ Grant,Ricardo Almeida,0,0,6,48,33,56,33,136,0,6,0,75,0,0,52,739,2,41,1,5,3,2,9,15,1,1,2,39,Decision - Unanimous,Philippe Chartier,"Montreal, Quebec, Canada",Welterweight Bout,Ricardo Almeida,Blue,False,34,26,Orthodox,Orthodox,182.88,177.8,0,1,1,8,14,78,1,5,3,2,5,2,4,68,11,December,2010
Pat Audinwood,John Makdessi,0,1,19,74,11,58,162,134,1,0,50,0,0,0,4,19,9,42,8,9,2,23,161,122,0,2,0,1,Decision - Unanimous,Herb Dean,"Montreal, Quebec, Canada",Lightweight Bout,John Makdessi,Blue,False,25,24,Orthodox,Orthodox,172.72,182.88,0,0,2,0,136,77,19,19,7,31,1,2,0,3,11,December,2010
Matthew Riddle,Sean Pierson,0,1,35,112,13,44,266,295,0,1,0,33,1,1,44,222,31,86,1,15,3,11,249,218,1,15,3,11,Decision - Unanimous,Yves Lavigne,"Montreal, Quebec, Canada",Welterweight Bout,Sean Pierson,Blue,False,34,24,Southpaw,Southpaw,182.88,185.42,0,3,2,3,248,215,7,24,3,14,4,21,5,14,11,December,2010
Johny Hendricks,Rick Story,0,0,24,55,41,44,79,170,6,2,46,40,1,1,377,171,18,20,1,24,5,11,49,93,5,21,0,1,Decision - Unanimous,Steve Mazzagatti,"Las Vegas, Nevada, USA",Welterweight Bout,Rick Story,Blue,False,26,27,Southpaw,Southpaw,175.26,175.26,0,4,13,5,51,79,2,34,5,12,9,31,0,1,4,December,2010
Kendall Grove,Demian Maia,0,0,18,42,26,53,106,111,0,5,0,38,0,1,0,496,17,29,1,11,0,2,62,40,4,1,1,29,Decision - Unanimous,Josh Rosenthal,"Las Vegas, Nevada, USA",Middleweight Bout,Demian Maia,Blue,False,33,28,Southpaw,Orthodox,185.42,198.12,5,3,0,13,66,64,1,12,1,3,5,2,1,37,4,December,2010
Sako Chivitchian,Kyle Watson,0,0,36,72,27,53,153,159,0,0,0,0,0,0,178,147,26,28,6,31,4,13,116,115,11,18,0,0,Decision - Unanimous,Herb Dean,"Las Vegas, Nevada, USA",Lightweight Bout,Kyle Watson,Blue,False,31,26,Unknown,Unknown,182.88,180.34,0,0,1,12,122,86,6,33,4,16,16,20,0,0,4,December,2010
Stephan Bonnar,Igor Pokrajac,0,0,44,23,55,41,199,73,3,0,60,0,1,0,718,83,19,16,23,5,2,2,28,38,16,9,18,4,Decision - Unanimous,Steve Mazzagatti,"Las Vegas, Nevada, USA",Light Heavyweight Bout,Stephan Bonnar,Red,False,31,33,Orthodox,Orthodox,182.88,193.04,0,0,5,1,50,47,28,6,2,2,26,12,26,5,4,December,2010
Cody McKenzie,Aaron Wilkinson,0,0,0,0,0,0,10,1,1,1,100,100,2,0,52,64,0,0,0,0,0,0,2,1,0,0,0,0,Submission,Chris Tognoni,"Las Vegas, Nevada, USA",Lightweight Bout,Cody McKenzie,Red,False,23,22,Unknown,Unknown,177.8,182.88,0,0,1,1,2,1,0,0,0,0,0,0,0,0,4,December,2010
Nam Phan,Leonard Garcia,0,0,102,64,44,22,241,288,0,2,0,66,1,0,161,56,80,40,17,16,5,8,214,275,3,6,6,0,Decision - Split,Herb Dean,"Las Vegas, Nevada, USA",Featherweight Bout,Leonard Garcia,Blue,False,31,27,Orthodox,Orthodox,177.8,167.64,0,0,0,3,199,244,22,27,6,11,3,7,10,0,4,December,2010
Jonathan Brookins,Michael Johnson,0,1,32,30,47,48,95,70,3,0,23,0,0,0,586,74,32,24,0,2,0,4,30,44,2,10,23,2,Decision - Unanimous,Herb Dean,"Las Vegas, Nevada, USA",Ultimate Fighter 12 Lightweight Tournament Title Bout,Jonathan Brookins,Red,True,24,25,Southpaw,Southpaw,177.8,182.88,0,0,13,1,67,55,0,3,0,4,4,13,33,5,4,December,2010
Ian Loveland,Tyler Toner,2,0,44,21,39,26,149,87,0,0,0,0,0,0,382,0,39,10,4,4,1,7,83,77,3,0,10,1,Decision - Unanimous,Josh Rosenthal,"Las Vegas, Nevada, USA",Featherweight Bout,Ian Loveland,Red,False,27,27,Orthodox,Orthodox,172.72,172.72,0,0,0,0,103,61,7,5,2,12,4,0,25,1,4,December,2010
Will Campuzano,Nick Pace,0,0,16,18,31,40,74,89,1,7,50,77,0,1,194,485,12,6,3,4,1,8,42,42,0,0,4,1,Submission,Chris Tognoni,"Las Vegas, Nevada, USA",Bantamweight Bout,Nick Pace,Blue,False,23,24,Orthodox,Orthodox,170.18,175.26,0,0,2,9,47,31,3,4,1,9,0,1,9,1,4,December,2010
Fredson Paixao,Pablo Garza,0,1,1,3,100,42,1,7,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,6,0,0,0,1,KO/TKO,Steve Mazzagatti,"Las Vegas, Nevada, USA",Featherweight Bout,Pablo Garza,Blue,False,27,31,Orthodox,Orthodox,185.42,167.64,0,0,0,0,0,6,0,0,1,1,0,0,0,1,4,December,2010
Rich Attonito,David Branch,0,0,6,16,40,59,32,79,0,4,0,40,0,0,28,739,2,2,4,6,0,8,9,8,4,14,0,2,Decision - Unanimous,Josh Rosenthal,"Las Vegas, Nevada, USA",Middleweight Bout,David Branch,Blue,False,29,33,Orthodox,Orthodox,185.42,177.8,0,2,0,10,11,13,4,6,0,8,5,14,1,5,4,December,2010
Phil Davis,Tim Boetsch,0,0,33,7,44,36,98,22,2,0,100,0,2,1,286,7,10,3,15,1,8,3,35,18,7,0,12,0,Submission,Herb Dean,"Auburn Hills, Michigan, USA",Light Heavyweight Bout,Phil Davis,Red,False,29,26,Orthodox,Orthodox,182.88,187.96,1,3,2,0,40,12,25,2,10,5,10,1,30,0,20,November,2010
Karo Parisyan,Dennis Hallman,0,1,2,10,33,71,9,22,0,0,0,0,0,0,58,5,2,6,0,4,0,0,6,4,0,6,0,2,KO/TKO,Dan Miragliotta,"Auburn Hills, Michigan, USA",Welterweight Bout,Dennis Hallman,Blue,False,34,28,Orthodox,Orthodox,175.26,177.8,1,1,0,0,6,10,0,4,0,0,0,7,0,3,20,November,2010
Matt Brown,Brian Foster,0,0,13,25,61,56,32,63,1,3,100,100,1,2,109,200,4,15,3,8,6,2,16,20,1,2,4,12,Submission,Herb Dean,"Auburn Hills, Michigan, USA",Welterweight Bout,Brian Foster,Blue,False,26,29,Orthodox,Orthodox,175.26,182.88,0,1,1,3,8,32,4,9,9,3,1,2,4,22,20,November,2010
Gerald Harris,Maiquel Falcao,0,1,8,25,13,55,61,77,2,1,28,100,0,3,58,244,5,18,3,6,0,1,55,22,2,5,0,11,Decision - Unanimous,Dan Miragliotta,"Auburn Hills, Michigan, USA",Middleweight Bout,Maiquel Falcao,Blue,False,29,31,Orthodox,Southpaw,180.34,180.34,0,3,7,1,57,37,4,6,0,2,6,9,0,14,20,November,2010
Aaron Simpson,Mark Munoz,0,0,43,76,36,48,146,174,5,1,45,25,0,0,194,177,21,35,18,19,4,22,85,77,14,43,2,4,Decision - Unanimous,Marc Fennell,"Auburn Hills, Michigan, USA",Middleweight Bout,Mark Munoz,Blue,False,32,36,Orthodox,Orthodox,182.88,182.88,0,3,11,4,90,104,24,23,4,29,30,74,3,5,20,November,2010
Matt Hughes,BJ Penn,0,1,3,7,50,77,6,9,0,0,0,0,0,0,0,3,2,7,1,0,0,0,6,6,0,0,0,3,KO/TKO,Dan Miragliotta,"Auburn Hills, Michigan, USA",Welterweight Bout,BJ Penn,Blue,False,31,37,Orthodox,Switch,175.26,175.26,3,2,0,0,5,9,1,0,0,0,0,0,0,3,20,November,2010
Quinton Jackson,Lyoto Machida,0,0,16,33,32,64,104,71,1,1,100,33,0,1,141,278,9,13,3,6,4,14,35,40,10,6,0,1,Decision - Split,Herb Dean,"Auburn Hills, Michigan, USA",Light Heavyweight Bout,Quinton Jackson,Red,False,32,32,Southpaw,Orthodox,185.42,185.42,8,3,1,3,41,23,3,7,5,21,14,10,0,1,20,November,2010
George Sotiropoulos,Joe Lauzon,0,0,19,16,27,20,76,89,3,0,27,0,2,0,203,45,13,14,6,2,0,0,59,64,3,6,2,4,Submission,Marc Fennell,"Auburn Hills, Michigan, USA",Lightweight Bout,George Sotiropoulos,Red,False,26,33,Orthodox,Orthodox,177.8,177.8,3,6,11,0,61,77,9,2,0,0,9,7,2,8,20,November,2010
Mike Lullo,Edson Barboza,0,2,12,43,26,62,104,70,0,2,0,100,1,0,10,312,9,16,1,3,2,24,45,67,0,0,0,0,KO/TKO,Marc Fennell,"Auburn Hills, Michigan, USA",Lightweight Bout,Edson Barboza,Blue,False,24,31,Orthodox,Orthodox,180.34,172.72,0,0,5,2,36,38,4,5,5,26,0,1,0,1,20,November,2010
Paul Kelly,TJ O'Brien,1,0,44,32,42,46,171,77,1,1,100,100,0,0,174,27,37,17,2,5,5,10,66,61,2,0,25,4,KO/TKO,Dan Miragliotta,"Auburn Hills, Michigan, USA",Lightweight Bout,Paul Kelly,Red,False,23,26,Orthodox,Orthodox,187.96,175.26,0,1,1,1,93,47,3,8,8,14,2,2,36,6,20,November,2010
